Interpolated poverty gap index values per country:

                              Country  Year  Poverty_gap
                              Nigeria  2018    30.863297
                      North Macedonia  2009     9.767671
                      North Macedonia  2010    10.448227
                      North Macedonia  2011     9.087074
                      North Macedonia  2012     6.912792
                      North Macedonia  2013     5.225699
                      North Macedonia  2014     4.516735
                      North Macedonia  2015     5.502538
                      North Macedonia  2016     4.236636
                      North Macedonia  2017     4.494007
                      North Macedonia  2018     3.398556
                      North Macedonia  2019     2.663351
                               Norway  1979     0.227521
                               Norway  1986     0.244876
                               Norway  1991     0.475249
                               Norway  1995     0.491034
                               Norway  2000     0.235082
                               Norway  2003     0.204524
                               Norway  2004     0.264845
                               Norway  2005     0.201963
                               Norway  2006     0.130996
                               Norway  2007     0.126683
                               Norway  2008     0.226725
                               Norway  2009     0.086948
                               Norway  2010     0.150988
                               Norway  2011     0.097571
                               Norway  2012     0.117307
                               Norway  2013     0.130436
                               Norway  2014     0.112921
                               Norway  2015     0.170049
                               Norway  2016     0.280673
                               Norway  2017     0.291652
                               Norway  2018     0.254461
                               Norway  2019     0.156534
    Other high income countries (PIP)  1990     0.426085
    Other high income countries (PIP)  1991     0.449235
    Other high income countries (PIP)  1992     0.499106
    Other high income countries (PIP)  1993     0.561037
    Other high income countries (PIP)  1994     0.523372
    Other high income countries (PIP)  1995     0.516504
    Other high income countries (PIP)  1996     0.560115
    Other high income countries (PIP)  1997     0.549477
    Other high income countries (PIP)  1998     0.552823
    Other high income countries (PIP)  1999     0.520408
    Other high income countries (PIP)  2000     0.489482
    Other high income countries (PIP)  2001     0.503458
    Other high income countries (PIP)  2002     0.516712
    Other high income countries (PIP)  2003     0.567681
    Other high income countries (PIP)  2004     0.540638
    Other high income countries (PIP)  2005     0.537448
    Other high income countries (PIP)  2006     0.512042
    Other high income countries (PIP)  2007     0.497629
    Other high income countries (PIP)  2008     0.507919
    Other high income countries (PIP)  2009     0.520898
    Other high income countries (PIP)  2010     0.516457
    Other high income countries (PIP)  2011     0.555295
    Other high income countries (PIP)  2012     0.582115
    Other high income countries (PIP)  2013     0.638183
    Other high income countries (PIP)  2014     0.678960
    Other high income countries (PIP)  2015     0.737264
    Other high income countries (PIP)  2016     0.634459
    Other high income countries (PIP)  2017     0.697301
    Other high income countries (PIP)  2018     0.619826
    Other high income countries (PIP)  2019     0.602474
    Other high income countries (PIP)  2020     0.365423
    Other high income countries (PIP)  2021     0.322816
    Other high income countries (PIP)  2022     0.638882
    Other high income countries (PIP)  2023     0.639080
    Other high income countries (PIP)  2024     0.638831
                             Pakistan  1987    67.336235
                             Pakistan  1990    65.110800
                             Pakistan  1996    22.294070
                             Pakistan  1998    29.776600
                             Pakistan  2001    33.275234
                             Pakistan  2004    20.203358
                             Pakistan  2005    20.296938
                             Pakistan  2007    14.898684
                             Pakistan  2010     9.381865
                             Pakistan  2011     9.587885
                             Pakistan  2013     7.362643
                             Pakistan  2015     5.110188
                             Pakistan  2018     4.932448
                            Palestine  2004     0.589626
                            Palestine  2005     0.202566
                            Palestine  2006     0.313655
                            Palestine  2007     1.357398
                            Palestine  2009     0.265139
                            Palestine  2010     0.043603
                            Palestine  2011     0.189040
                            Palestine  2016     0.502717
                               Panama  1979     6.196000
                               Panama  1989    22.412273
                               Panama  1991    20.110653
                               Panama  1995    15.194985
                               Panama  1997    14.206259
                               Panama  1998    14.458805
                               Panama  1999    12.275087
                               Panama  2000    11.071512
                               Panama  2001    14.045302
                               Panama  2002     9.564354
                               Panama  2003     9.879252
                               Panama  2004     8.747402
                               Panama  2005     8.564978
                               Panama  2006     9.389637
                               Panama  2007     6.665941
                               Panama  2008     4.073149
                               Panama  2009     2.528209
                               Panama  2010     3.392067
                               Panama  2011     2.452237
                               Panama  2012     3.465146
                               Panama  2013     2.244559
                               Panama  2014     2.893775
                               Panama  2015     1.513955
                               Panama  2016     1.516927
                               Panama  2017     2.097129
                               Panama  2018     1.405645
                               Panama  2019     1.004100
                               Panama  2021     1.108257
                               Panama  2023     1.288193
                     Papua New Guinea  1996    52.644897
                     Papua New Guinea  2009    39.683310
                             Paraguay  1990     1.189230
                             Paraguay  1995    12.403020
                             Paraguay  1997    10.553168
                             Paraguay  1999    10.206738
                             Paraguay  2001     8.940980
                             Paraguay  2002    13.235834
                             Paraguay  2003     8.302468
                             Paraguay  2004     5.707772
                             Paraguay  2005     6.072280
                             Paraguay  2006     7.947744
                             Paraguay  2007     7.842305
                             Paraguay  2008     4.321988
                             Paraguay  2009     5.767492
                             Paraguay  2010     5.459742
                             Paraguay  2011     5.048014
                             Paraguay  2012     3.331310
                             Paraguay  2013     1.787566
                             Paraguay  2014     2.413888
                             Paraguay  2015     1.891344
                             Paraguay  2016     1.694292
                             Paraguay  2017     0.981439
                             Paraguay  2018     1.406687
                             Paraguay  2019     1.011511
                             Paraguay  2020     0.813284
                             Paraguay  2021     0.689179
                             Paraguay  2022     1.329559
                                 Peru  1997    19.838614
                                 Peru  1998    19.447102
                                 Peru  1999    19.335910
                                 Peru  2000    19.268625
                                 Peru  2001    20.254484
                                 Peru  2002    17.545010
                                 Peru  2003    14.664634
                                 Peru  2004    16.311806
                                 Peru  2005    17.811798
                                 Peru  2006    15.597147
                                 Peru  2007    13.215263
                                 Peru  2008    10.917175
                                 Peru  2009     8.811538
                                 Peru  2010     6.823769
                                 Peru  2011     6.504024
                                 Peru  2012     6.078547
                                 Peru  2013     5.396334
                                 Peru  2014     4.824813
                                 Peru  2015     4.718548
                                 Peru  2016     4.596183
                                 Peru  2017     4.497059
                                 Peru  2018     3.566986
                                 Peru  2019     2.977085
                                 Peru  2020     5.821755
                                 Peru  2021     2.773094
                                 Peru  2022     2.656552
                          Philippines  1985    28.730000
                          Philippines  1988    25.760872
                          Philippines  1991    27.195000
                          Philippines  1994    25.580002
                          Philippines  1997    18.161642
                          Philippines  2000    15.031992
                          Philippines  2003    13.634615
                          Philippines  2006    15.298533
                          Philippines  2009    11.126217
                          Philippines  2012    12.485543
                          Philippines  2015     8.290904
                          Philippines  2018     5.057057
                          Philippines  2021     6.754131
                               Poland  1985     0.000000
                               Poland  1986     0.245607
                               Poland  1987     0.000000
                               Poland  1989     0.000000
                               Poland  1992     0.223612
                               Poland  1995     1.744774
                               Poland  1999     0.496053
                               Poland  2004     2.171584
                               Poland  2005     0.920937
                               Poland  2006     0.658852
                               Poland  2007     0.471381
                               Poland  2008     0.175348
                               Poland  2009     0.366327
                               Poland  2010     0.349238
                               Poland  2011     0.341945
                               Poland  2012     0.195022
                               Poland  2013     0.421611
                               Poland  2014     0.399825
                               Poland  2015     0.433713
                               Poland  2016     0.236794
                               Poland  2017     0.348525
                               Poland  2018     0.247577
                               Poland  2019     0.062761
                               Poland  2020     0.137340
                               Poland  2021     0.107520
                             Portugal  2003     0.895896
                             Portugal  2004     0.536648
                             Portugal  2005     0.543521
                             Portugal  2006     0.092666
                             Portugal  2007     0.257714
                             Portugal  2008     0.137252
                             Portugal  2009     0.165897
                             Portugal  2010     0.136460
                             Portugal  2011     0.508036
                             Portugal  2012     0.703211
                             Portugal  2013     0.855186
                             Portugal  2014     0.545674
                             Portugal  2015     0.482394
                             Portugal  2016     0.374637
                             Portugal  2017     0.410496
                             Portugal  2018     0.290254
                             Portugal  2019     0.148721
                             Portugal  2020     0.472290
                             Portugal  2021     0.226504
                                Qatar  2017     0.000000
                              Romania  1989     0.000000
                              Romania  1992     0.000000
                              Romania  1994    10.033000
                              Romania  1995     1.748584
                              Romania  1997     2.248916
                              Romania  2006     7.355783
                              Romania  2007     5.310613
                              Romania  2008     4.086822
                              Romania  2009     3.128695
                              Romania  2010     4.174519
                              Romania  2011     5.376420
                              Romania  2012     6.208166
                              Romania  2013     6.617123
                              Romania  2014     7.022675
                              Romania  2015     5.266119
                              Romania  2016     3.240313
                              Romania  2017     3.266133
                              Romania  2018     2.666744
                              Romania  2019     2.164077
                              Romania  2020     1.409362
                              Romania  2021     1.757045
                               Russia  1993     3.529000
                               Russia  1996     4.657000
                               Russia  1997     1.522083
                               Russia  1998     2.284447
                               Russia  1999     4.385637
                               Russia  2000     2.975407
                               Russia  2001     1.757626
                               Russia  2002     1.011397
                               Russia  2003     1.092987
                               Russia  2004     1.003275
                               Russia  2005     0.774756
                               Russia  2006     0.440968
                               Russia  2007     0.201399
                               Russia  2008     0.092125
                               Russia  2009     0.066181
                               Russia  2010     0.083329
                               Russia  2011     0.038265
                               Russia  2012     0.032211
                               Russia  2013     0.008164
                               Russia  2014     0.021316
                               Russia  2015     0.032758
                               Russia  2016     0.027193
                               Russia  2017     0.033432
                               Russia  2018     0.029192
                               Russia  2019     0.030398
                               Russia  2020     0.010298
                               Rwanda  2000    75.213610
                               Rwanda  2005    66.051740
                               Rwanda  2010    59.205160
                               Rwanda  2013    53.747190
                               Rwanda  2016    52.005394
                       Rwanda (rural)  1984    58.591003
                          Saint Lucia  1995    38.125000
                          Saint Lucia  2015     5.222044
                                Samoa  2002     2.178178
                                Samoa  2008     1.052526
                                Samoa  2013     1.150227
                Sao Tome and Principe  2000    20.446453
                Sao Tome and Principe  2010    22.615791
                Sao Tome and Principe  2017    15.723551
                              Senegal  1991    70.099000
                              Senegal  1994    60.327000
                              Senegal  2001    52.440710
                              Senegal  2005    41.061752
                              Senegal  2011    40.984364
                              Senegal  2018     9.222566
                              Senegal  2021     9.926822
                               Serbia  2012     5.340191
                               Serbia  2013     5.843195
                               Serbia  2014     6.923150
                               Serbia  2015     6.646710
                               Serbia  2016     6.356387
                               Serbia  2017     5.394842
                               Serbia  2018     2.923273
                               Serbia  2019     2.334443
                               Serbia  2020     1.557031
                               Serbia  2021     1.242829
                           Seychelles  1999     0.758265
                           Seychelles  2006     0.372482
                           Seychelles  2013     1.236059
                           Seychelles  2018     0.511004
                         Sierra Leone  2003    61.331980
                         Sierra Leone  2011    38.698128
                         Sierra Leone  2018    26.062035
                             Slovakia  1992     0.000000
                             Slovakia  1996     1.493482
                             Slovakia  2004     0.067235
                             Slovakia  2005     0.237374
                             Slovakia  2006     0.228978
                             Slovakia  2007     0.367574
                             Slovakia  2008     0.407701
                             Slovakia  2009     0.446779
                             Slovakia  2010     0.495108
                             Slovakia  2011     0.423861
                             Slovakia  2012     0.400929
                             Slovakia  2013     0.281499
                             Slovakia  2014     0.675449
                             Slovakia  2015     0.661760
                             Slovakia  2016     1.380701
                             Slovakia  2017     0.225368
                             Slovakia  2018     0.169457
                             Slovakia  2019     0.118116
                             Slovakia  2020     0.212307
                             Slovakia  2021     0.101481
                             Slovenia  1987     0.000000
                             Slovenia  1993     0.000000
                             Slovenia  1997     0.000000
                             Slovenia  1999     0.000000
                             Slovenia  2004     0.025957
                             Slovenia  2005     0.101451
                             Slovenia  2006     0.050461
                             Slovenia  2007     0.032349
                             Slovenia  2008     0.000000
                             Slovenia  2009     0.000000
                             Slovenia  2010     0.009158
                             Slovenia  2011     0.000000
                             Slovenia  2012     0.026254
                             Slovenia  2013     0.021757
                             Slovenia  2014     0.000000
                             Slovenia  2015     0.004853
                             Slovenia  2016     0.000000
                             Slovenia  2017     0.000000
                             Slovenia  2018     0.000000
                             Slovenia  2019     0.000000
                             Slovenia  2020     0.000000
                             Slovenia  2021     0.000000
                      Solomon Islands  2005    50.616500
                      Solomon Islands  2012    26.564884
                         South Africa  1993    33.539997
                         South Africa  2000    36.825000
                         South Africa  2005    28.331333
                         South Africa  2008    18.662973
                         South Africa  2010    18.035963
                         South Africa  2014    20.492558
                     South Asia (PIP)  1990    50.025380
                     South Asia (PIP)  1991    48.535225
                     South Asia (PIP)  1992    46.799015
                     South Asia (PIP)  1993    46.199830
                     South Asia (PIP)  1994    44.582584
                     South Asia (PIP)  1995    43.757954
                     South Asia (PIP)  1996    42.236515
                     South Asia (PIP)  1997    41.813107
                     South Asia (PIP)  1998    41.766678
                     South Asia (PIP)  1999    41.136333
                     South Asia (PIP)  2000    40.879050
                     South Asia (PIP)  2001    40.692097
                     South Asia (PIP)  2002    40.370853
                     South Asia (PIP)  2003    38.934550
                     South Asia (PIP)  2004    37.170647
                     South Asia (PIP)  2005    35.515728
                     South Asia (PIP)  2006    33.808083
                     South Asia (PIP)  2007    32.096706
                     South Asia (PIP)  2008    30.944040
                     South Asia (PIP)  2009    29.531940
                     South Asia (PIP)  2010    25.400671
                     South Asia (PIP)  2011    21.558980
                     South Asia (PIP)  2012    19.845343
                     South Asia (PIP)  2013    18.913494
                     South Asia (PIP)  2014    17.816643
                     South Asia (PIP)  2015    16.556831
                     South Asia (PIP)  2016    15.743097
                     South Asia (PIP)  2017    12.573509
                     South Asia (PIP)  2018    10.077028
                     South Asia (PIP)  2019    10.596655
                     South Asia (PIP)  2020    12.991342
                     South Asia (PIP)  2021    11.447931
                     South Asia (PIP)  2022     9.702067
                     South Asia (PIP)  2023     8.673819
                     South Asia (PIP)  2024     7.586128
                          South Korea  2006     0.249442
                          South Korea  2008     0.242759
                          South Korea  2010     0.495900
                          South Korea  2012     0.249281
                          South Korea  2014     0.235643
                          South Korea  2016     0.247290
                          South Korea  2017     0.240327
                          South Korea  2018     0.248767
                          South Korea  2019     0.000000
                          South Korea  2020     0.000000
                          South Korea  2021     0.000000
                          South Sudan  2009    34.541650
                          South Sudan  2016    67.327270
                                Spain  1980     0.496927
                                Spain  1985     0.237316
                                Spain  1990     0.494426
                                Spain  1993     1.237566
                                Spain  1994     0.997527
                                Spain  1995     1.482342
                                Spain  1996     1.491116
                                Spain  1997     0.985998
                                Spain  1998     0.952705
                                Spain  1999     0.720118
                                Spain  2000     0.675388
                                Spain  2003     0.808751
                                Spain  2004     0.817652
                                Spain  2005     0.737975
                                Spain  2006     0.769632
                                Spain  2007     0.363041
                                Spain  2008     0.488919
                                Spain  2009     0.805600
                                Spain  2010     0.675725
                                Spain  2011     1.127330
                                Spain  2012     0.936594
                                Spain  2013     1.136304
                                Spain  2014     0.787157
                                Spain  2015     0.903527
                                Spain  2016     1.125280
                                Spain  2017     0.678091
                                Spain  2018     0.838615
                                Spain  2019     0.793813
                                Spain  2020     0.886366
                                Spain  2021     0.564250
                            Sri Lanka  1985    17.183000
                            Sri Lanka  1990    11.616388
                            Sri Lanka  1995    11.775274
                            Sri Lanka  2002    11.017083
                            Sri Lanka  2006     5.629365
                            Sri Lanka  2009     3.495461
                            Sri Lanka  2012     2.587149
                            Sri Lanka  2016     1.295318
                            Sri Lanka  2019     0.958613
             Sub-Saharan Africa (PIP)  1990    54.623943
             Sub-Saharan Africa (PIP)  1991    56.051838
             Sub-Saharan Africa (PIP)  1992    57.077280
             Sub-Saharan Africa (PIP)  1993    58.165040
             Sub-Saharan Africa (PIP)  1994    58.486702
             Sub-Saharan Africa (PIP)  1995    58.045050
             Sub-Saharan Africa (PIP)  1996    57.403816
             Sub-Saharan Africa (PIP)  1997    56.957405
             Sub-Saharan Africa (PIP)  1998    56.732730
             Sub-Saharan Africa (PIP)  1999    56.375324
             Sub-Saharan Africa (PIP)  2000    55.977608
             Sub-Saharan Africa (PIP)  2001    55.015575
             Sub-Saharan Africa (PIP)  2002    54.366470
             Sub-Saharan Africa (PIP)  2003    53.210155
             Sub-Saharan Africa (PIP)  2004    50.417150
             Sub-Saharan Africa (PIP)  2005    48.702217
             Sub-Saharan Africa (PIP)  2006    47.159878
             Sub-Saharan Africa (PIP)  2007    46.022545
             Sub-Saharan Africa (PIP)  2008    44.479103
             Sub-Saharan Africa (PIP)  2009    43.910374
             Sub-Saharan Africa (PIP)  2010    42.120310
             Sub-Saharan Africa (PIP)  2011    40.977715
             Sub-Saharan Africa (PIP)  2012    39.765438
             Sub-Saharan Africa (PIP)  2013    38.866550
             Sub-Saharan Africa (PIP)  2014    38.099934
             Sub-Saharan Africa (PIP)  2015    38.198880
             Sub-Saharan Africa (PIP)  2016    37.981900
             Sub-Saharan Africa (PIP)  2017    37.453465
             Sub-Saharan Africa (PIP)  2018    36.874565
             Sub-Saharan Africa (PIP)  2019    36.659363
             Sub-Saharan Africa (PIP)  2020    37.934452
             Sub-Saharan Africa (PIP)  2021    37.613663
             Sub-Saharan Africa (PIP)  2022    36.988327
             Sub-Saharan Africa (PIP)  2023    36.917393
             Sub-Saharan Africa (PIP)  2024    36.452698
                                Sudan  2009    18.576168
                                Sudan  2014    15.263060
                             Suriname  2022     1.104312
                     Suriname (urban)  1999    18.417946
                               Sweden  1975     0.498987
                               Sweden  1981     0.249681
                               Sweden  1987     0.246255
                               Sweden  1992     0.243513
                               Sweden  1995     0.247249
                               Sweden  2000     0.000000
                               Sweden  2001     0.248678
                               Sweden  2002     0.000000
                               Sweden  2003     0.323710
                               Sweden  2004     0.397172
                               Sweden  2005     1.084583
                               Sweden  2006     0.364383
                               Sweden  2007     0.410839
                               Sweden  2008     0.576403
                               Sweden  2009     0.458016
                               Sweden  2010     0.547409
                               Sweden  2011     0.615651
                               Sweden  2012     0.457002
                               Sweden  2013     0.650871
                               Sweden  2014     0.474334
                               Sweden  2015     0.569155
                               Sweden  2016     0.261453
                               Sweden  2017     0.248350
                               Sweden  2018     0.725507
                               Sweden  2019     0.316519
                               Sweden  2020     0.389090
                               Sweden  2021     0.629285
                          Switzerland  1982     0.697407
                          Switzerland  1992     0.494563
                          Switzerland  2000     0.000000
                          Switzerland  2002     0.000000
                          Switzerland  2004     0.000000
                          Switzerland  2006     0.046570
                          Switzerland  2007     0.020816
                          Switzerland  2008     0.068480
                          Switzerland  2009     0.038058
                          Switzerland  2010     0.048670
                          Switzerland  2011     0.003111
                          Switzerland  2012     0.008965
                          Switzerland  2013     0.042184
                          Switzerland  2014     0.032768
                          Switzerland  2015     0.030543
                          Switzerland  2016     0.034275
                          Switzerland  2017     0.000000
                          Switzerland  2018     0.030504
                          Switzerland  2019     0.017387
                          Switzerland  2020     0.037201
                                Syria  1996     2.378354
                                Syria  2003     1.055997
                                Syria  2006     1.786000
                                Syria  2009     1.225000
                                Syria  2022    24.835932
                               Taiwan  1981     0.000000
                               Taiwan  1986     0.000000
                               Taiwan  1991     0.000000
                               Taiwan  1995     0.498811
                               Taiwan  1997     0.000000
                               Taiwan  2000     0.000000
                               Taiwan  2005     0.000000
                               Taiwan  2007     0.000000
                               Taiwan  2010     0.241005
                               Taiwan  2013     0.000000
                               Taiwan  2016     0.000000
                               Taiwan  2017     0.000000
                               Taiwan  2018     0.000000
                               Taiwan  2019     0.000000
                               Taiwan  2020     0.000000
                               Taiwan  2021     0.000000
                           Tajikistan  1999    61.962402
                           Tajikistan  2003    36.749760
                           Tajikistan  2004    21.358160
                           Tajikistan  2007    12.797472
                           Tajikistan  2009     6.792115
                           Tajikistan  2015     6.114529
                             Tanzania  1991    69.288864
                             Tanzania  2000    84.035330
                             Tanzania  2007    56.240715
                             Tanzania  2011    44.655464
                             Tanzania  2018    44.949320
                             Thailand  1981    22.728000
                             Thailand  1988    17.636000
                             Thailand  1990    12.345011
                             Thailand  1992     8.995007
                             Thailand  1994     4.503987
                             Thailand  1996     3.086195
                             Thailand  1998     2.175271
                             Thailand  1999     3.950531
                             Thailand  2000     3.967492
                             Thailand  2002     1.759295
                             Thailand  2004     1.185712
                             Thailand  2006     0.929875
                             Thailand  2007     0.541696
                             Thailand  2008     0.304469
                             Thailand  2009     0.247227
                             Thailand  2010     0.265238
                             Thailand  2011     0.071562
                             Thailand  2012     0.115321
                             Thailand  2013     0.060822
                             Thailand  2014     0.090258
                             Thailand  2015     0.046538
                             Thailand  2016     0.036147
                             Thailand  2017     0.037127
                             Thailand  2018     0.032134
                             Thailand  2019     0.095038
                             Thailand  2020     0.046665
                             Thailand  2021     0.013972
                                 Togo  2006    60.969154
                                 Togo  2011    58.887207
                                 Togo  2015    54.692160
                                 Togo  2018    28.434795
                                 Togo  2021    26.591830
                                Tonga  2000     3.094809
                                Tonga  2009     1.261610
                                Tonga  2015     1.791018
                                Tonga  2021     0.019216
                  Trinidad and Tobago  1988     0.000000
                  Trinidad and Tobago  1992     1.343000
                              Tunisia  1985    12.954000
                              Tunisia  1990     9.290000
                              Tunisia  1995     9.751000
                              Tunisia  2000     4.318000
                              Tunisia  2005     2.568062
                              Tunisia  2010     1.496023
                              Tunisia  2015     0.140062
                              Tunisia  2021     0.273734
                               Turkey  1987     0.877000
                               Turkey  1994     2.571000
                               Turkey  2002     2.104415
                               Turkey  2003     3.855589
                               Turkey  2004     2.013650
                               Turkey  2005     2.340666
                               Turkey  2006     1.770227
                               Turkey  2007     1.305339
                               Turkey  2008     0.564948
                               Turkey  2009     0.720390
                               Turkey  2010     0.773769
                               Turkey  2011     0.129527
                               Turkey  2012     0.093061
                               Turkey  2013     0.298105
                               Turkey  2014     0.204683
                               Turkey  2015     0.212373
                               Turkey  2016     0.202717
                               Turkey  2017     0.300561
                               Turkey  2018     0.354393
                               Turkey  2019     0.451541
                               Turkey  2020     0.470899
                               Turkey  2021     0.442865
                         Turkmenistan  1998    43.115105
                               Tuvalu  2010     3.625352
                               Uganda  1989    58.689000
                               Uganda  1992    65.105450
                               Uganda  1996    63.946450
                               Uganda  1999    67.945190
                               Uganda  2002    66.026750
                               Uganda  2005    57.339550
                               Uganda  2009    45.898636
                               Uganda  2012    37.544044
                               Uganda  2016    42.861576
                               Uganda  2019    42.115630
                              Ukraine  1992     3.906745
                              Ukraine  1993     1.946016
                              Ukraine  1995     7.896000
                              Ukraine  1996     7.208013
                              Ukraine  2002     2.662997
                              Ukraine  2003     1.138516
                              Ukraine  2004     0.929671
                              Ukraine  2005     0.396811
                              Ukraine  2006     0.160452
                              Ukraine  2007     0.102031
                              Ukraine  2008     0.026821
                              Ukraine  2009     0.069318
                              Ukraine  2010     0.012537
                              Ukraine  2011     0.011349
                              Ukraine  2012     0.113847
                              Ukraine  2013     0.004415
                              Ukraine  2014     0.012276
                              Ukraine  2015     0.123217
                              Ukraine  2016     0.098348
                              Ukraine  2017     0.032224
                              Ukraine  2018     0.009935
                              Ukraine  2019     0.000000
                              Ukraine  2020     0.028826
                 United Arab Emirates  2013     0.000000
                 United Arab Emirates  2018     0.000000
                       United Kingdom  1968     0.222800
                       United Kingdom  1969     0.243759
                       United Kingdom  1970     0.000000
                       United Kingdom  1971     0.000000
                       United Kingdom  1972     0.230067
                       United Kingdom  1973     0.000000
                       United Kingdom  1974     0.238369
                       United Kingdom  1975     0.236848
                       United Kingdom  1976     0.000000
                       United Kingdom  1977     0.244681
                       United Kingdom  1978     0.000000
                       United Kingdom  1979     0.000000
                       United Kingdom  1980     0.000000
                       United Kingdom  1981     0.000000
                       United Kingdom  1982     0.000000
                       United Kingdom  1983     0.000000
                       United Kingdom  1984     0.000000
                       United Kingdom  1985     0.217945
                       United Kingdom  1986     0.246679
                       United Kingdom  1987     0.000000
                       United Kingdom  1988     0.000000
                       United Kingdom  1989     0.231823
                       United Kingdom  1990     0.000000
                       United Kingdom  1991     0.000000
                       United Kingdom  1992     0.240086
                       United Kingdom  1993     0.241170
                       United Kingdom  1994     0.246627
                       United Kingdom  1995     0.247141
                       United Kingdom  1996     0.246367
                       United Kingdom  1997     0.247251
                       United Kingdom  1998     0.245557
                       United Kingdom  1999     0.248532
                       United Kingdom  2000     0.248885
                       United Kingdom  2001     0.247931
                       United Kingdom  2002     0.249406
                       United Kingdom  2003     0.249873
                       United Kingdom  2004     0.249766
                       United Kingdom  2005     0.246650
                       United Kingdom  2006     0.230140
                       United Kingdom  2007     0.243775
                       United Kingdom  2008     0.246874
                       United Kingdom  2009     0.248928
                       United Kingdom  2010     0.246352
                       United Kingdom  2011     0.247306
                       United Kingdom  2012     0.244677
                       United Kingdom  2013     0.244458
                       United Kingdom  2014     0.246300
                       United Kingdom  2015     0.249247
                       United Kingdom  2016     0.249173
                       United Kingdom  2017     0.249297
                       United Kingdom  2018     0.498482
                       United Kingdom  2019     0.498038
                       United Kingdom  2020     0.499334
                       United Kingdom  2021     0.245101
                        United States  1963     1.248815
                        United States  1964     1.242510
                        United States  1965     0.999596
                        United States  1966     0.998223
                        United States  1967     0.998477
                        United States  1968     0.747213
                        United States  1969     0.499160
                        United States  1970     0.992957
                        United States  1971     0.747157
                        United States  1972     0.748661
                        United States  1973     0.749564
                        United States  1974     0.747160
                        United States  1975     0.497154
                        United States  1976     0.498682
                        United States  1977     0.499499
                        United States  1978     0.499942
                        United States  1979     0.499821
                        United States  1980     0.499519
                        United States  1981     0.499275
                        United States  1982     0.747731
                        United States  1983     0.499795
                        United States  1984     0.495539
                        United States  1985     0.497092
                        United States  1986     0.496191
                        United States  1987     0.499271
                        United States  1988     0.499204
                        United States  1989     0.499201
                        United States  1990     0.497143
                        United States  1991     0.499387
                        United States  1992     0.497899
                        United States  1993     0.499659
                        United States  1994     0.499793
                        United States  1995     0.499981
                        United States  1996     0.748545
                        United States  1997     0.749062
                        United States  1998     0.748834
                        United States  1999     0.748056
                        United States  2000     0.749595
                        United States  2001     0.749307
                        United States  2002     0.748916
                        United States  2003     0.997420
                        United States  2004     0.999882
                        United States  2005     0.999732
                        United States  2006     0.998909
                        United States  2007     0.999890
                        United States  2008     0.999749
                        United States  2009     0.999386
                        United States  2010     0.999727
                        United States  2011     0.998976
                        United States  2012     0.998480
                        United States  2013     0.995464
                        United States  2014     1.248947
                        United States  2015     1.249188
                        United States  2016     0.999391
                        United States  2017     1.249923
                        United States  2018     0.999792
                        United States  2019     0.999171
                        United States  2020     0.249974
                        United States  2021     0.248719
                        United States  2022     1.249186
                              Uruguay  2006     0.564088
                              Uruguay  2007     0.380973
                              Uruguay  2008     0.227578
                              Uruguay  2009     0.282200
                              Uruguay  2010     0.169116
                              Uruguay  2011     0.139419
                              Uruguay  2012     0.169385
                              Uruguay  2013     0.174248
                              Uruguay  2014     0.153462
                              Uruguay  2015     0.149766
                              Uruguay  2016     0.092272
                              Uruguay  2017     0.066346
                              Uruguay  2018     0.055850
                              Uruguay  2019     0.102072
                              Uruguay  2020     0.206795
                              Uruguay  2021     0.112155
                              Uruguay  2022     0.155176
                      Uruguay (urban)  1981     0.000000
                      Uruguay (urban)  1989     0.678131
                      Uruguay (urban)  1992     0.560862
                      Uruguay (urban)  1995     0.534462
                      Uruguay (urban)  1996     0.590426
                      Uruguay (urban)  1997     0.567849
                      Uruguay (urban)  1998     0.643077
                      Uruguay (urban)  2000     0.655162
                      Uruguay (urban)  2001     0.497429
                      Uruguay (urban)  2002     0.634637
                      Uruguay (urban)  2003     0.811207
                      Uruguay (urban)  2004     1.032641
                      Uruguay (urban)  2005     0.861667
                           Uzbekistan  1998    58.808240
                           Uzbekistan  2000    81.342990
                           Uzbekistan  2002    80.469690
                           Uzbekistan  2003    81.503525
                           Uzbekistan  2022     2.253093
                              Vanuatu  2010    14.650419
                              Vanuatu  2019     9.963333
                            Venezuela  1981     6.680000
                            Venezuela  1987     7.031000
                            Venezuela  1989     5.318249
                            Venezuela  1992     4.526043
                            Venezuela  1995     9.928085
                            Venezuela  1998    10.431870
                            Venezuela  1999    11.833123
                            Venezuela  2001    10.291491
                            Venezuela  2002    16.381353
                            Venezuela  2003    19.652534
                            Venezuela  2004    16.609010
                            Venezuela  2005    14.355710
                            Venezuela  2006     7.130036
                              Vietnam  1992    45.069004
                              Vietnam  1997    24.389480
                              Vietnam  2002    29.939255
                              Vietnam  2004    20.142012
                              Vietnam  2006    14.901668
                              Vietnam  2008    11.139827
                              Vietnam  2010     2.870482
                              Vietnam  2012     1.660162
                              Vietnam  2014     1.912046
                              Vietnam  2016     1.263445
                              Vietnam  2018     1.231441
                              Vietnam  2020     0.653778
                              Vietnam  2022     0.963795
     Western and Central Africa (PIP)  1990    55.199550
     Western and Central Africa (PIP)  1991    56.623310
     Western and Central Africa (PIP)  1992    57.187717
     Western and Central Africa (PIP)  1993    58.228374
     Western and Central Africa (PIP)  1994    58.743430
     Western and Central Africa (PIP)  1995    58.819443
